Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company),Website,LinkedIn,Contact Email,Phone Number,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Total Funding Amount
RCRD LBL,https://www.crunchbase.com/organization/rcrd-lbl,"Audio, Music, Online Portals","New York, New York, United States",Free MP3 Downloads,"130,719",http://rcrdlbl.com,,info@rcrdlbl.com,,Peter Rojas,1-10,1,Early Stage Venture,2011-05-01,,
Moondo,https://www.crunchbase.com/organization/moondo,"Digital Entertainment, Gaming, Internet","New York, New York, United States",Moondo is a gaming platform that allows users to earn and use items globally.,"131,260",http://www.moondo.com,,,,,1-10,1,Early Stage Venture,2007-01-01,"$6,000,000","$6,000,000"
P3 Global Management,https://www.crunchbase.com/organization/p3-global-management,"Infrastructure, Renewable Energy, Social","New York, New York, United States","P3GM, is a global smart city development company.","132,846",http://www.p3gm.com/,https://www.linkedin.com/company-beta/2751012/,info@p3gm.com,(212)574-5470,,11-50,1,M&A,2014-01-06,,
BBE,https://www.crunchbase.com/organization/bbe,"Advertising, Publishing, Video","New York, New York, United States","BBE, a producer and distributor of original, web-based programming solutions, offers a platform for serving, tracking and managing ads.","132,851",http://bbe.com,https://www.linkedin.com/company-beta/167143/,press@bbe.com,646-833-2904,,11-50,1,M&A,2008-01-18,"$10,000,000","$10,000,000"
Tommy Boy Entertainment,https://www.crunchbase.com/organization/tommy-boy-entertainment,Digital Entertainment,"New York, New York, United States",Tommy Boy Entertainment is a legendary Hip Hop & Electronic label founded in NYC in 1981,"133,268",http://www.tommyboy.com/,,,2123888431,Thomas A. Silverman,1-10,1,Early Stage Venture,2016-09-29,,
Entelios AG,https://www.crunchbase.com/organization/entelios-ag,"Energy, Energy Efficiency, Power Grid","Boston, Massachusetts, United States",Entelios is Europe’s leading solutions provider for demand response and virtual power plants,"135,751",http://entelios.de/entelios/,https://www.linkedin.com/company/entelios-ag,,,,11-50,1,M&A,2011-02-03,,
The Electric Sheep,https://www.crunchbase.com/organization/the-electric-sheep,"Advertising, Social Media","New York, New York, United States",The Electric Sheep is a virtual worlds and social games developer for major brands and media companies.,"138,478",http://www.electricsheepcompany.com,,contact@electricsheepcompany.com,646-473-1383,,1-10,1,Early Stage Venture,2007-02-26,"$7,000,000","$7,000,000"
Cookstr,https://www.crunchbase.com/organization/cookstr,Hospitality,"New York, New York, United States",Cookstr organizes cookbooks and recipes from around the world and makes them universally accessible.,"146,580",http://www.cookstr.com,,pr@cookstr.com,(646) 291-6900,William Schwalbe,1-10,2,M&A,2009-05-01,,
Modelinia,https://www.crunchbase.com/organization/modelinia,"Beauty, Fashion, Lifestyle","New York, New York, United States","Modelinia is a global media platform where supermodels share their fashion, beauty, and lifestyle secrets.","155,136",http://www.modelinia.com,,info@modelinia.com,,"Desiree Gruber, Hilla Narov, Jane Cha, Liane Mullin, Nicole Esposito",11-50,1,Early Stage Venture,2008-04-09,"$5,000,000","$5,000,000"
WindESCo,https://www.crunchbase.com/organization/windesco,Clean Energy,"Boston, Massachusetts, United States",WindESCo offers solutions for optimizing wind farms worldwide.,"157,649",http://www.windesco.com/,,contact@windesco.com,,Mohit Dua,1-10,1,Early Stage Venture,2016-11-28,,
Impactia,https://www.crunchbase.com/organization/impactia,Messaging,"New York, New York, United States","Impactia offers Intelligent Email, a web-based application that transforms regular business emails into a marketing medium.","160,151",http://www.impactia.com,http://www.linkedin.com/company/impactia,info@impactia.com,44 2082 032 992,,11-50,1,Early Stage Venture,2006-09-12,"$1,000,000","$1,000,000"
SwapDrive,https://www.crunchbase.com/organization/swapdrive,"Data Storage, E-Commerce, File Sharing","Washington, District of Columbia, United States","SwapDrive offers an online storage solution allowing users to backup, store and access their data via a centralized platform.","166,839",http://www.swapdrive.com,,support@swapdrive.com,202-393-9900,,11-50,2,M&A,2002-05-01,"$2,650,000","$3,650,000"
Potomac Research Group,https://www.crunchbase.com/organization/potomac-research-group,Analytics,"Washington, District of Columbia, United States",Potomac Research Group is a rapidly growing independent research firm formed in 2008 to provide Washington policy and market analysis to,"170,524",http://www.potomacresearch.com,https://www.linkedin.com/company/772797,,202-600-1750,,11-50,1,M&A,2012-01-09,,
Cyberlitica,https://www.crunchbase.com/organization/iphish,,"New York, New York, United States",Cyberlitica’s new Dark Web Workforce-Threat Intelligence Audit identifies employee risk from where it originates… on the Dark Web.     ,"172,637",https://www.cyberlitica.com,https://www.linkedin.com/company/cyberlitica/,info@cyberlitica.com,917-740-7649,,11-50,1,Early Stage Venture,2018-04-01,,
Vidavee,https://www.crunchbase.com/organization/vidavee,Web Hosting,"New York, New York, United States","Vidavee is a video web services company enabling web publishers to upload, share, analyze and monetize internet video content easily.","172,972",http://www.vidavee.com,,,,Tom Gilley,1-10,1,M&A,2006-01-01,"$6,000,000","$6,000,000"
Rebel Monkey,https://www.crunchbase.com/organization/rebelmonkey,"Gaming, Online Games, Video Games","New York, New York, United States",Rebel Monkey is a game and entertainment company developing real-time and multiplayer social games.,"176,935",http://rebelmonkey.com,,contact@rebelmonkey.com,,,11-50,1,Early Stage Venture,2008-02-05,"$1,000,000","$1,000,000"
TechnoSpin,https://www.crunchbase.com/organization/technospin,"Energy, Manufacturing, Wind Energy","New York, New York, United States","TechnoSpin, a manufacturer of wind-based energy systems, offers TechnoSpin, a next-generation small wind turbine.","177,079",http://www.tswind.com,,info@tswind.com,12126561444,,1-10,1,Early Stage Venture,2008-04-27,"$8,000,000","$8,000,000"
Spreadsave,https://www.crunchbase.com/organization/spreadsave,"Apps, Coupons, E-Commerce, File Sharing, Finance, Shopping","New York, New York, United States","Spreadsave is a social shopping website that provides deals, offers and chances to earn prizes on the internet.","177,867",http://spreadsave.com,,douglas@spreadsave.com,646-820-SAVE,"Andrew Fox, Michael Brehm",1-10,1,Early Stage Venture,2011-01-01,,
imbookin (Pogby),https://www.crunchbase.com/organization/pogby,"Events, Meeting Software","New York, New York, United States",Pogby is a web solution allowing users to search and see pricing of event venue packages.,"178,694",http://www.imbookin.com,http://www.linkedin.com/company/2397314,support@imbookin.com,,Josh Gooch,11-50,1,Early Stage Venture,2011-08-26,,
TheBeast.com,https://www.crunchbase.com/organization/thebeast-com,Apps,"New York, New York, United States",TheBeast.com Inc. Is an application service provider.,"178,702",http://www.thebeast.com,,,+1 (800) 800-0267,,11-50,1,Early Stage Venture,2000-06-01,,
Electrolytic Ozone,https://www.crunchbase.com/organization/electrolytic-ozone,"Hardware, Software","Boston, Massachusetts, United States","Electrolytic Ozone Inc. (EOI), a Boston, MA-based company that develops and manufactures ultra-compact, ozone generators that are designed","181,776",http://www.eoi-oxygen.com,,,617-460-7604,,1-10,1,Early Stage Venture,2010-11-03,,
Ringleader Digital,https://www.crunchbase.com/organization/ringleader-digital,"Information Technology, Mobile","New York, New York, United States",Ringleader Digital is a mobile ad serving company and publisher network based in New York City.,"188,076",http://www.ringleaderdigital.com/,,,,Bob Walczak,11-50,1,Early Stage Venture,2008-02-04,"$6,000,000","$6,000,000"
Validea,https://www.crunchbase.com/organization/validea,"Market Research, Predictive Analytics","New York, New York, United States",Validea provide market beating portfolios and stock analysis based on strategies of legendary investors.,"191,798",http://www.validea.com/,https://www.linkedin.com/company/validea-com,info@validea.com,(877)439-0506,,1-10,1,Early Stage Venture,2000-06-26,"$4,000,000","$4,000,000"
TheSquare.com,https://www.crunchbase.com/organization/thesquare-com,"Communities, Internet, Universities","New York, New York, United States",TheSquare as the Internet's first community for students and alumni of select universities.,"192,502",http://www.thesquare.com/,,,212-354-0264,,11-50,1,Early Stage Venture,2000-04-28,"$6,000,000","$6,000,000"
iAmplify,https://www.crunchbase.com/organization/iamplify,"E-Commerce, Music, Publishing","New York, New York, United States",iAmplify is a content publisher and a syndication network that provides tools to publish paid audio and video content over the internet.,"193,184",http://www.iamplify.com,,bizdev@iamplify.com,646-556-6626,,11-50,1,Early Stage Venture,2007-05-04,"$6,000,000","$6,000,000"
Royalty Solutions Corp,https://www.crunchbase.com/organization/royalty-solutions-corp,Music,"New York, New York, United States",Provides for the royalty processing and business management needs of independent record labels,"193,539",http://www.royaltysolutionscorp.com,https://www.linkedin.com/company/royalty-solutions-corp-,mark@royaltysolutionscorp.com,(212)398-2500,Mark Spier,1-10,1,Early Stage Venture,2017-08-01,,
Invertica,https://www.crunchbase.com/organization/invertica,"Internet, Retail, Software","New York, New York, United States",Invertica Inc. is a developer of a direct marketing platform.,"197,577",http://www.invertica.com,,,,,1-10,1,Early Stage Venture,2000-10-13,"$2,000,000","$2,000,000"
LifeOnKey,https://www.crunchbase.com/organization/lifeonkey,Enterprise Software,"New York, New York, United States","LifeOnKey operates as a web-based personal health record platform to store, access, manage, and control health information.","198,565",http://www.lifeonkey.com,,,16463909878,,11-50,1,Early Stage Venture,2007-12-01,"$10,000,000","$10,000,000"
in2apps,https://www.crunchbase.com/organization/in2apps,"SaaS, Software","New York, New York, United States",in2apps develops customized websites and web applications for companies and organizations.,"202,005",http://www.in2apps.com,,info@in2apps.com,,"Joseph Robinson, Manny Berrios, Mehdi Alami",1-10,1,Early Stage Venture,2007-01-01,"$1,700,000","$1,700,000"
wumo,https://www.crunchbase.com/organization/wumo,"Digital Entertainment, Media and Entertainment, Social","Washington, District of Columbia, United States",Wumo is an international entertainment company focused on developing cross-media comedy products.,"203,120",http://kindofnormal.com/wumo,,mewulff@gmail.com,+4528888070,Morten E. Wulff,1-10,1,Early Stage Venture,2007-01-01,"$300,000","$300,000"
WhenU.com,https://www.crunchbase.com/organization/whenu-com,Software,"New York, New York, United States",WhenU.com offers software applications that gather information about users' private browsing habits.,"214,562",http://www.whenu.com/support,,consumer@whenu.com,212-239-0000,,1-10,2,Early Stage Venture,2005-07-06,"$15,000,000","$35,000,000"
Cygnifi,https://www.crunchbase.com/organization/cygnifi,"Information Technology, Internet, Internet of Things","New York, New York, United States",Cygnifi leverages the power of the Internet to put Wall Street’s best derivatives technology and skills into your hands.,"218,156",http://www.cygnifi.com/,https://www.linkedin.com/company/suite-llc,,12124853200,,11-50,1,Early Stage Venture,2000-08-02,"$22,300,000","$22,300,000"
NotaryAct,https://www.crunchbase.com/organization/notaryact,Software,"New York, New York, United States","NotaryAct is the premier electronic journaling system to ensure compliance with all current, pending and future notary laws.","220,728",http://www.notaryact.com/,http://www.linkedin.com/company/notaryact,,202-726-4433,Lee Bialostok,11-50,1,Early Stage Venture,2014-05-27,,
iSalvage.com,https://www.crunchbase.com/organization/isalvage-com,"Automotive, B2B","New York, New York, United States",iSalvage is a B2B internet startup that connects buyers and sellers of recycled and rebuilt auto parts.,"224,986",http://www.isalvage.com/,,,1(844)218-4137,,11-50,1,Early Stage Venture,2000-02-15,"$7,500,000","$7,500,000"
XUMA,https://www.crunchbase.com/organization/xuma,"Consumer Electronics, Digital Media, Fashion","New York, New York, United States",XUMA builds and manages custom e-business systems.,"226,825",http://www.XUMA.com,,,347.293.9838,,11-50,1,Early Stage Venture,1999-11-08,"$5,000,000","$5,000,000"
TheScientificWorld,https://www.crunchbase.com/organization/thescientificworld,"Information Technology, Life Science, Network Security","New York, New York, United States",A leading information portal for scientists.,"230,928",http://www.thescientificworld.com,https://www.linkedin.com/in/copromote,info@copromote.com,2158934392,,11-50,1,Early Stage Venture,2000-06-02,"$8,000,000","$8,000,000"
